Original_ID	Uniprot_ID	Structure_Alphafold	Source
B4HS00	B4HS00	../datasets/Structures/B4HS00.pdb	alphafold
B4I195	B4I195	../datasets/Structures/B4I195.pdb	alphafold
B4I5P7	B4I5P7	../datasets/Structures/B4I5P7.pdb	alphafold
B4IAA7	B4IAA7	../datasets/Structures/B4IAA7.pdb	alphafold
B4II68	B4II68	../datasets/Structures/B4II68.pdb	alphafold
B4NXB9	B4NXB9	../datasets/Structures/B4NXB9.pdb	alphafold
B4P116	B4P116	../datasets/Structures/B4P116.pdb	alphafold
B4P1N5	B4P1N5	../datasets/Structures/B4P1N5.pdb	alphafold
B4P2Y8	B4P2Y8	../datasets/Structures/B4P2Y8.pdb	alphafold
B4P5F7	B4P5F7	../datasets/Structures/B4P5F7.pdb	alphafold
B4P624	B4P624	../datasets/Structures/B4P624.pdb	alphafold
B4PEU8	B4PEU8	../datasets/Structures/B4PEU8.pdb	alphafold
B4PJV6	B4PJV6	../datasets/Structures/B4PJV6.pdb	alphafold
B4PU77	B4PU77	../datasets/Structures/B4PU77.pdb	alphafold
B4PY69	B4PY69	../datasets/Structures/B4PY69.pdb	alphafold
B4PYH5	B4PYH5	../datasets/Structures/B4PYH5.pdb	alphafold
B4PZ52	B4PZ52	../datasets/Structures/B4PZ52.pdb	alphafold
B4Q034	B4Q034	../datasets/Structures/B4Q034.pdb	alphafold
B4Q4M7	B4Q4M7	../datasets/Structures/B4Q4M7.pdb	alphafold
B4Q785	B4Q785	../datasets/Structures/B4Q785.pdb	alphafold
B4Q8A7	B4Q8A7	../datasets/Structures/B4Q8A7.pdb	alphafold
B4QBH8	B4QBH8	../datasets/Structures/B4QBH8.pdb	alphafold
B4QCR6	B4QCR6	../datasets/Structures/B4QCR6.pdb	alphafold
B4QE02	B4QE02	../datasets/Structures/B4QE02.pdb	alphafold
B4QFD2	B4QFD2	../datasets/Structures/B4QFD2.pdb	alphafold
B4QGZ1	B4QGZ1	../datasets/Structures/B4QGZ1.pdb	alphafold
B4QHD6	B4QHD6	../datasets/Structures/B4QHD6.pdb	alphafold
B4QHG6	B4QHG6	../datasets/Structures/B4QHG6.pdb	alphafold
B4QHU5	B4QHU5	../datasets/Structures/B4QHU5.pdb	alphafold
B4QPR1	B4QPR1	../datasets/Structures/B4QPR1.pdb	alphafold
B4QQE2	B4QQE2	../datasets/Structures/B4QQE2.pdb	alphafold
B4QR64	B4QR64	../datasets/Structures/B4QR64.pdb	alphafold
B4QRJ0	B4QRJ0	../datasets/Structures/B4QRJ0.pdb	alphafold
B4QTL6	B4QTL6	../datasets/Structures/B4QTL6.pdb	alphafold
B4QVL3	B4QVL3	../datasets/Structures/B4QVL3.pdb	alphafold
B4QWH9	B4QWH9	../datasets/Structures/B4QWH9.pdb	alphafold
B4QX46	B4QX46	../datasets/Structures/B4QX46.pdb	alphafold
B4QZ45	B4QZ45	../datasets/Structures/B4QZ45.pdb	alphafold
B4R313	B4R313	../datasets/Structures/B4R313.pdb	alphafold
B4R345	B4R345	../datasets/Structures/B4R345.pdb	alphafold
B4R4E9	B4R4E9	../datasets/Structures/B4R4E9.pdb	alphafold
B5BM28	B5BM28	../datasets/Structures/B5BM28.pdb	alphafold
B5BM39	B5BM39	../datasets/Structures/B5BM39.pdb	alphafold
B6VQ60	B6VQ60	../datasets/Structures/B6VQ60.pdb	alphafold
B6VQ73	B6VQ73	../datasets/Structures/B6VQ73.pdb	alphafold
B6VQ83	B6VQ83	../datasets/Structures/B6VQ83.pdb	alphafold
B7FAS0	B7FAS0	../datasets/Structures/B7FAS0.pdb	alphafold
B7FAS6	B7FAS6	../datasets/Structures/B7FAS6.pdb	alphafold
B7FAS8	B7FAS8	../datasets/Structures/B7FAS8.pdb	alphafold
B7WN71	B7WN71	../datasets/Structures/B7WN71.pdb	alphafold
B7WNB3	B7WNB3	../datasets/Structures/B7WNB3.pdb	alphafold
B7WNB4	B7WNB4	../datasets/Structures/B7WNB4.pdb	alphafold
B7ZCJ0	B7ZCJ0	No structure available	NA
B7ZCU2	B7ZCU2	../datasets/Structures/B7ZCU2.pdb	alphafold
B7ZMP1	B7ZMP1	../datasets/Structures/B7ZMP1.pdb	alphafold
B7ZMP1	B7ZMP1	../datasets/Structures/B7ZMP1.pdb	alphafold
B7ZNG0	B7ZNG0	../datasets/Structures/B7ZNG0.pdb	alphafold
B7ZNP2	B7ZNP2	../datasets/Structures/B7ZNP2.pdb	alphafold
B7ZP47	B7ZP47	../datasets/Structures/B7ZP47.pdb	alphafold
B7ZWL1	B7ZWL1	No structure available	NA
B8JK39	B8JK39	../datasets/Structures/B8JK39.pdb	alphafold
B8JK66	B8JK66	../datasets/Structures/B8JK66.pdb	alphafold
B8JKK2	B8JKK2	../datasets/Structures/B8JKK2.pdb	alphafold
B8JMZ1	B8JMZ1	../datasets/Structures/B8JMZ1.pdb	alphafold
B8ZXI1	B8ZXI1	../datasets/Structures/B8ZXI1.pdb	alphafold
B9DFI7	B9DFI7	../datasets/Structures/B9DFI7.pdb	alphafold
B9DFK5	B9DFK5	../datasets/Structures/B9DFK5.pdb	alphafold
B9DFX7	B9DFX7	../datasets/Structures/B9DFX7.pdb	alphafold
B9DGD6	B9DGD6	../datasets/Structures/B9DGD6.pdb	alphafold
B9EHG7	B9EHG7	../datasets/Structures/B9EHG7.pdb	alphafold
B9EHN0	B9EHN0	../datasets/Structures/B9EHN0.pdb	alphafold
B9EHY2	B9EHY2	../datasets/Structures/B9EHY2.pdb	alphafold
B9EI61	B9EI61	../datasets/Structures/B9EI61.pdb	alphafold
B9EID1	B9EID1	../datasets/Structures/B9EID1.pdb	alphafold
B9EIE9	B9EIE9	../datasets/Structures/B9EIE9.pdb	alphafold
B9EJ54	B9EJ54	No structure available	NA
B9EJ80	B9EJ80	../datasets/Structures/B9EJ80.pdb	alphafold
B9EJX8	B9EJX8	../datasets/Structures/B9EJX8.pdb	alphafold
B9EKS2	Q6ZPY7	../datasets/Structures/Q6ZPY7.pdb	alphafold
B9EKS7	B9EKS7	../datasets/Structures/B9EKS7.pdb	alphafold
B9ZSG9	B9ZSG9	../datasets/Structures/B9ZSG9.pdb	alphafold
C0H3Y1	C0H3Y1	../datasets/Structures/C0H3Y1.pdb	alphafold
C0H405	C0H405	../datasets/Structures/C0H405.pdb	alphafold
C0H437	C0H437	../datasets/Structures/C0H437.pdb	alphafold
C0LGG8	C0LGG8	../datasets/Structures/C0LGG8.pdb	alphafold
C0LGG9	C0LGG9	../datasets/Structures/C0LGG9.pdb	alphafold
C0LGQ9	C0LGQ9	../datasets/Structures/C0LGQ9.pdb	alphafold
C0P278	C0P278	../datasets/Structures/C0P278.pdb	alphafold
C0P283	C0P283	../datasets/Structures/C0P283.pdb	alphafold
C0SP85	C0SP85	../datasets/Structures/C0SP85.pdb	alphafold
C0SP86	C0SP86	../datasets/Structures/C0SP86.pdb	alphafold
C0SP89	C0SP89	../datasets/Structures/C0SP89.pdb	alphafold
C0SP93	C0SP93	../datasets/Structures/C0SP93.pdb	alphafold
C0SP95	C0SP95	../datasets/Structures/C0SP95.pdb	alphafold
C0SP98	C0SP98	../datasets/Structures/C0SP98.pdb	alphafold
C0SPA0	C0SPA0	../datasets/Structures/C0SPA0.pdb	alphafold
C0SPA5	C0SPA5	../datasets/Structures/C0SPA5.pdb	alphafold
C0SPB1	C0SPB1	../datasets/Structures/C0SPB1.pdb	alphafold
C0SPC3	C0SPC3	../datasets/Structures/C0SPC3.pdb	alphafold
C0Z1Y9	C0Z1Y9	../datasets/Structures/C0Z1Y9.pdb	alphafold
C1P639	C1P639	../datasets/Structures/C1P639.pdb	alphafold
C2BR91	C2BR91	../datasets/Structures/C2BR91.pdb	alphafold
C4ALD3	C4ALD3	../datasets/Structures/C4ALD3.pdb	alphafold
C4PFH5	C4PFH5	../datasets/Structures/C4PFH5.pdb	alphafold
C4RVF5	C4RVF5	../datasets/Structures/C4RVF5.pdb	alphafold
C5IG48	C5IG48	../datasets/Structures/C5IG48.pdb	alphafold
C6KRL2	C6KRL2	../datasets/Structures/C6KRL2.pdb	alphafold
D0PV95	D0PV95	../datasets/Structures/D0PV95.pdb	alphafold
D0Z5N4	D0Z5N4	../datasets/Structures/D0Z5N4.pdb	alphafold
D1MN85	D1MN85	../datasets/Structures/D1MN85.pdb	alphafold
D3NQB3	D3NQB3	../datasets/Structures/D3NQB3.pdb	alphafold
D3YT36	D3YT36	../datasets/Structures/D3YT36.pdb	alphafold
D3YT50	D3YT50	../datasets/Structures/D3YT50.pdb	alphafold
D3YTQ9	D3YTQ9	../datasets/Structures/D3YTQ9.pdb	alphafold
D3YTU2	D3YTU2	../datasets/Structures/D3YTU2.pdb	alphafold
D3YTV3	D3YTV3	../datasets/Structures/D3YTV3.pdb	alphafold
D3YU12	D3YU12	../datasets/Structures/D3YU12.pdb	alphafold
D3YUE7	D3YUE7	../datasets/Structures/D3YUE7.pdb	alphafold
D3YUP1	D3YUP1	../datasets/Structures/D3YUP1.pdb	alphafold
D3YUS5	D3YUS5	../datasets/Structures/D3YUS5.pdb	alphafold
D3YUY3	D3YUY3	../datasets/Structures/D3YUY3.pdb	alphafold
D3YV69	D3YV69	../datasets/Structures/D3YV69.pdb	alphafold
D3YVM8	D3YVM8	../datasets/Structures/D3YVM8.pdb	alphafold
D3YVV1	D3YVV1	../datasets/Structures/D3YVV1.pdb	alphafold
D3YVY9	D3YVY9	../datasets/Structures/D3YVY9.pdb	alphafold
D3YVZ9	D3YVZ9	../datasets/Structures/D3YVZ9.pdb	alphafold
D3YWD3	D3YWD3	../datasets/Structures/D3YWD3.pdb	alphafold
D3YWF6	D3YWF6	../datasets/Structures/D3YWF6.pdb	alphafold
D3YWG7	D3YWG7	../datasets/Structures/D3YWG7.pdb	alphafold
D3YWH4	D3YWH4	../datasets/Structures/D3YWH4.pdb	alphafold
D3YWS8	D3YWS8	../datasets/Structures/D3YWS8.pdb	alphafold
D3YWT0	D3YWT0	../datasets/Structures/D3YWT0.pdb	alphafold
D3YWX2	D3YWX2	No structure available	NA
D3YWY5	D3YWY5	../datasets/Structures/D3YWY5.pdb	alphafold
D3YX27	D3YX27	../datasets/Structures/D3YX27.pdb	alphafold
D3YX52	D3YX52	../datasets/Structures/D3YX52.pdb	alphafold
D3YXD1	D3YXD1	../datasets/Structures/D3YXD1.pdb	alphafold
D3YXL1	D3YXL1	../datasets/Structures/D3YXL1.pdb	alphafold
D3YXP6	D3YXP6	../datasets/Structures/D3YXP6.pdb	alphafold
D3YXQ7	D3YXQ7	../datasets/Structures/D3YXQ7.pdb	alphafold
D3YXZ3	D3YXZ3	../datasets/Structures/D3YXZ3.pdb	alphafold
D3YXZ5	D3YXZ5	../datasets/Structures/D3YXZ5.pdb	alphafold
D3YYW8	D3YYW8	../datasets/Structures/D3YYW8.pdb	alphafold
D3YZ09	D3YZ09	../datasets/Structures/D3YZ09.pdb	alphafold
D3YZ54	D3YZ54	../datasets/Structures/D3YZ54.pdb	alphafold
D3YZ57	D3YZ57	../datasets/Structures/D3YZ57.pdb	alphafold
D3YZ62	D3YZ62	../datasets/Structures/D3YZ62.pdb	//files.rcsb.org/download/7YV9.pdb.gz to fetch 7YV9's pdb file as a string.
D3YZ64	D3YZ64	../datasets/Structures/D3YZ64.pdb	alphafold
D3YZ89	D3YZ89	../datasets/Structures/D3YZ89.pdb	alphafold
D3YZ98	D3YZ98	../datasets/Structures/D3YZ98.pdb	alphafold
D3YZC9	D3YZC9	../datasets/Structures/D3YZC9.pdb	alphafold
D3YZG5	D3YZG5	../datasets/Structures/D3YZG5.pdb	alphafold
D3YZU6	D3YZU6	../datasets/Structures/D3YZU6.pdb	alphafold
D3YZW1	D3YZW1	../datasets/Structures/D3YZW1.pdb	alphafold
D3YZZ5	D3YZZ5	../datasets/Structures/D3YZZ5.pdb	alphafold
D3Z007	D3Z007	../datasets/Structures/D3Z007.pdb	alphafold
D3Z041	D3Z041	../datasets/Structures/D3Z041.pdb	alphafold
D3Z093	D3Z093	../datasets/Structures/D3Z093.pdb	alphafold
D3Z0F5	D3Z0F5	../datasets/Structures/D3Z0F5.pdb	alphafold
D3Z0I5	D3Z0I5	../datasets/Structures/D3Z0I5.pdb	alphafold
D3Z0K6	D3Z0K6	../datasets/Structures/D3Z0K6.pdb	alphafold
D3Z0M9	D3Z0M9	../datasets/Structures/D3Z0M9.pdb	alphafold
D3Z0Q4	D3Z0Q4	../datasets/Structures/D3Z0Q4.pdb	alphafold
D3Z0R8	D3Z0R8	../datasets/Structures/D3Z0R8.pdb	alphafold
D3Z0T0	D3Z0T0	../datasets/Structures/D3Z0T0.pdb	alphafold
D3Z0U4	D3Z0U4	../datasets/Structures/D3Z0U4.pdb	alphafold
D3Z108	D3Z108	../datasets/Structures/D3Z108.pdb	alphafold
D3Z132	D3Z132	../datasets/Structures/D3Z132.pdb	alphafold
D3Z197	D3Z197	No structure available	NA
D3Z1F3	D3Z1F3	../datasets/Structures/D3Z1F3.pdb	alphafold
D3Z1F7	D3Z1F7	../datasets/Structures/D3Z1F7.pdb	alphafold
D3Z1H9	D3Z1H9	../datasets/Structures/D3Z1H9.pdb	alphafold
D3Z1T2	D3Z1T2	../datasets/Structures/D3Z1T2.pdb	alphafold
D3Z216	D3Z216	../datasets/Structures/D3Z216.pdb	alphafold
D3Z286	D3Z286	../datasets/Structures/D3Z286.pdb	alphafold
D3Z2B4	D3Z2B4	../datasets/Structures/D3Z2B4.pdb	alphafold
D3Z2E3	D3Z2E3	../datasets/Structures/D3Z2E3.pdb	alphafold
D3Z2E7	D3Z2E7	../datasets/Structures/D3Z2E7.pdb	alphafold
D3Z2Q2	D3Z2Q2	../datasets/Structures/D3Z2Q2.pdb	alphafold
D3Z2R5	D3Z2R5	No structure available	NA
D3Z373	D3Z373	../datasets/Structures/D3Z373.pdb	alphafold
D3Z3C1	D3Z3C1	../datasets/Structures/D3Z3C1.pdb	alphafold
D3Z3F8	D3Z3F8	../datasets/Structures/D3Z3F8.pdb	alphafold
D3Z3I3	D3Z3I3	../datasets/Structures/D3Z3I3.pdb	alphafold
D3Z3N1	D3Z3N1	../datasets/Structures/D3Z3N1.pdb	alphafold
D3Z3X2	D3Z3X2	../datasets/Structures/D3Z3X2.pdb	alphafold
D3Z3Y5	D3Z3Y5	../datasets/Structures/D3Z3Y5.pdb	alphafold
D3Z440	D3Z440	../datasets/Structures/D3Z440.pdb	alphafold
D3Z458	D3Z458	../datasets/Structures/D3Z458.pdb	alphafold
D3Z4C0	D3Z4C0	../datasets/Structures/D3Z4C0.pdb	alphafold
D3Z4C9	D3Z4C9	../datasets/Structures/D3Z4C9.pdb	alphafold
D3Z4I0	D3Z4I0	../datasets/Structures/D3Z4I0.pdb	alphafold
D3Z4L9	D3Z4L9	../datasets/Structures/D3Z4L9.pdb	alphafold
D3Z568	D3Z568	../datasets/Structures/D3Z568.pdb	alphafold
D3Z591	D3Z591	../datasets/Structures/D3Z591.pdb	alphafold
D3Z5I9	D3Z5I9	../datasets/Structures/D3Z5I9.pdb	alphafold
D3Z5K6	D3Z5K6	../datasets/Structures/D3Z5K6.pdb	alphafold
D3Z5R0	D3Z5R0	../datasets/Structures/D3Z5R0.pdb	alphafold
D3Z5Y5	D3Z5Y5	../datasets/Structures/D3Z5Y5.pdb	alphafold
D3Z600	D3Z600	../datasets/Structures/D3Z600.pdb	alphafold
D3Z645	D3Z645	../datasets/Structures/D3Z645.pdb	alphafold
D3Z656	D3Z656	No structure available	NA
D3Z687	D3Z687	../datasets/Structures/D3Z687.pdb	alphafold
D3Z698	D3Z698	../datasets/Structures/D3Z698.pdb	alphafold
D3Z6B9	D3Z6B9	../datasets/Structures/D3Z6B9.pdb	alphafold
D3Z6H3	D3Z6H3	../datasets/Structures/D3Z6H3.pdb	alphafold
D3Z6Q9	D3Z6Q9	../datasets/Structures/D3Z6Q9.pdb	alphafold
D3Z6T3	D3Z6T3	../datasets/Structures/D3Z6T3.pdb	alphafold
D3Z6W2	D3Z6W2	../datasets/Structures/D3Z6W2.pdb	alphafold
D3Z6W7	D3Z6W7	../datasets/Structures/D3Z6W7.pdb	alphafold
D3Z730	D3Z730	../datasets/Structures/D3Z730.pdb	alphafold
D3Z742	D3Z742	../datasets/Structures/D3Z742.pdb	alphafold
D3Z769	D3Z769	../datasets/Structures/D3Z769.pdb	alphafold
D3Z7C6	D3Z7C6	../datasets/Structures/D3Z7C6.pdb	alphafold
D3Z7E5	D3Z7E5	../datasets/Structures/D3Z7E5.pdb	alphafold
D3Z7E6	D3Z7E6	../datasets/Structures/D3Z7E6.pdb	alphafold
D3Z7F0	D3Z7F0	../datasets/Structures/D3Z7F0.pdb	alphafold
D3Z7J8	D3Z7J8	../datasets/Structures/D3Z7J8.pdb	alphafold
D5MCV0	D5MCV0	../datasets/Structures/D5MCV0.pdb	alphafold
D5MCW4	D5MCW4	../datasets/Structures/D5MCW4.pdb	alphafold
D6RCK1	D6RCK1	../datasets/Structures/D6RCK1.pdb	alphafold
D6RE34	D6RE34	../datasets/Structures/D6RE34.pdb	alphafold
D6REU0	D6REU0	../datasets/Structures/D6REU0.pdb	alphafold
D6RGR4	D6RGR4	../datasets/Structures/D6RGR4.pdb	alphafold
D6RHA2	D6RHA2	../datasets/Structures/D6RHA2.pdb	alphafold
D6RHM2	D6RHM2	../datasets/Structures/D6RHM2.pdb	alphafold
D6RIN3	D6RIN3	../datasets/Structures/D6RIN3.pdb	alphafold
D6RJ45	D6RJ45	../datasets/Structures/D6RJ45.pdb	alphafold
D6RYE4	D6RYE4	../datasets/Structures/D6RYE4.pdb	alphafold
D6VPA0	D6VPA0	../datasets/Structures/D6VPA0.pdb	alphafold
D9N129	D9N129	../datasets/Structures/D9N129.pdb	alphafold
D9UBX6	D9UBX6	../datasets/Structures/D9UBX6.pdb	alphafold
E0CXA9	E0CXA9	../datasets/Structures/E0CXA9.pdb	alphafold
E0CXE7	E0CXE7	../datasets/Structures/E0CXE7.pdb	alphafold
E0CXN9	E0CXN9	../datasets/Structures/E0CXN9.pdb	alphafold
E0CXS2	E0CXS2	../datasets/Structures/E0CXS2.pdb	alphafold
E0CXW2	E0CXW2	../datasets/Structures/E0CXW2.pdb	alphafold
E0CY16	E0CY16	../datasets/Structures/E0CY16.pdb	alphafold
E0CY18	E0CY18	../datasets/Structures/E0CY18.pdb	alphafold
E0CYE2	E0CYE2	../datasets/Structures/E0CYE2.pdb	alphafold
E0CYG4	E0CYG4	../datasets/Structures/E0CYG4.pdb	alphafold
E0CYH4	E0CYH4	../datasets/Structures/E0CYH4.pdb	alphafold
E0CYK4	E0CYK4	../datasets/Structures/E0CYK4.pdb	alphafold
E0CYX9	E0CYX9	../datasets/Structures/E0CYX9.pdb	alphafold
E0CZ04	E0CZ04	../datasets/Structures/E0CZ04.pdb	alphafold
E0CZ50	E0CZ50	../datasets/Structures/E0CZ50.pdb	alphafold
E0CZ61	E0CZ61	../datasets/Structures/E0CZ61.pdb	alphafold
E0CZ72	E0CZ72	../datasets/Structures/E0CZ72.pdb	alphafold
E0CZ78	E0CZ78	../datasets/Structures/E0CZ78.pdb	alphafold
E0R7K2	E0R7K2	../datasets/Structures/E0R7K2.pdb	alphafold
E0R7L2	E0R7L2	../datasets/Structures/E0R7L2.pdb	alphafold
E1B6Q6	E1B6Q6	../datasets/Structures/E1B6Q6.pdb	alphafold
E1B6R3	E1B6R3	../datasets/Structures/E1B6R3.pdb	alphafold
E2JL04	E2JL04	../datasets/Structures/E2JL04.pdb	alphafold
E2S038	E2S038	../datasets/Structures/E2S038.pdb	alphafold
E2S7J2	E2S7J2	../datasets/Structures/E2S7J2.pdb	alphafold
E3W745	E3W745	../datasets/Structures/E3W745.pdb	alphafold
E3W753	E3W753	../datasets/Structures/E3W753.pdb	alphafold
E5QCF5	E5QCF5	../datasets/Structures/E5QCF5.pdb	alphafold
E7EM29	E7EM29	../datasets/Structures/E7EM29.pdb	alphafold
E7EYE1	E7EYE1	../datasets/Structures/E7EYE1.pdb	alphafold
E7F0A1	E7F0A1	../datasets/Structures/E7F0A1.pdb	alphafold
E7F2L1	A0A8M3B6K5	No structure available	NA
E7F3I8	E7F3I8	../datasets/Structures/E7F3I8.pdb	alphafold
E7F811	E7F811	../datasets/Structures/E7F811.pdb	alphafold
E7F948	E7F948	../datasets/Structures/E7F948.pdb	alphafold
E7F9F6	E7F9F6	../datasets/Structures/E7F9F6.pdb	alphafold
E7F9Y7	E7F9Y7	../datasets/Structures/E7F9Y7.pdb	alphafold
E7FCD8	E7FCD8	../datasets/Structures/E7FCD8.pdb	alphafold
E7FD56	E7FD56	../datasets/Structures/E7FD56.pdb	alphafold
E7FDY7	E7FDY7	../datasets/Structures/E7FDY7.pdb	alphafold
E9P8A3	E9P8A3	../datasets/Structures/E9P8A3.pdb	alphafold
E9PU93	E9PU93	../datasets/Structures/E9PU93.pdb	alphafold
E9PUE1	E9PUE1	../datasets/Structures/E9PUE1.pdb	alphafold
E9PUE7	E9PUE7	../datasets/Structures/E9PUE7.pdb	alphafold
E9PUF7	E9PUF7	../datasets/Structures/E9PUF7.pdb	alphafold
E9PUH6	E9PUH6	../datasets/Structures/E9PUH6.pdb	alphafold
E9PUK3	E9PUK3	../datasets/Structures/E9PUK3.pdb	alphafold
E9PUM0	E9PUM0	../datasets/Structures/E9PUM0.pdb	alphafold
E9PUQ5	E9PUQ5	../datasets/Structures/E9PUQ5.pdb	alphafold
E9PUQ9	E9PUQ9	No structure available	NA
E9PUW7	E9PUW7	../datasets/Structures/E9PUW7.pdb	alphafold
E9PUY1	E9PUY1	../datasets/Structures/E9PUY1.pdb	alphafold
E9PV41	E9PV41	../datasets/Structures/E9PV41.pdb	alphafold
E9PVA6	E9PVA6	../datasets/Structures/E9PVA6.pdb	alphafold
E9PVP1	E9PVP1	No structure available	NA
E9PVY8	B1ARU4	No structure available	NA
E9PVZ8	E9PVZ8	No structure available	NA
E9PW03	E9PW03	../datasets/Structures/E9PW03.pdb	alphafold
E9PW15	E9PW15	../datasets/Structures/E9PW15.pdb	alphafold
E9PWB1	E9PWB1	No structure available	NA
E9PWC8	E9PWC8	../datasets/Structures/E9PWC8.pdb	alphafold
E9PWD9	E9PWD9	../datasets/Structures/E9PWD9.pdb	alphafold
E9PWH3	E9PWH3	../datasets/Structures/E9PWH3.pdb	alphafold
E9PWV3	E9PWV3	../datasets/Structures/E9PWV3.pdb	alphafold
E9PWY9	E9PWY9	../datasets/Structures/E9PWY9.pdb	alphafold
E9PX10	E9PX10	../datasets/Structures/E9PX10.pdb	alphafold
E9PX24	E9PX24	../datasets/Structures/E9PX24.pdb	alphafold
E9PX30	E9PX30	../datasets/Structures/E9PX30.pdb	alphafold
E9PX53	E9PX53	../datasets/Structures/E9PX53.pdb	alphafold
E9PX59	E9PX59	No structure available	NA
E9PX66	E9PX66	../datasets/Structures/E9PX66.pdb	alphafold
E9PX68	E9PX68	../datasets/Structures/E9PX68.pdb	alphafold
E9PX73	E9PX73	../datasets/Structures/E9PX73.pdb	alphafold
E9PXG1	E9PXG1	../datasets/Structures/E9PXG1.pdb	alphafold
E9PXI0	E9PXI0	../datasets/Structures/E9PXI0.pdb	alphafold
E9PXL0	E9PXL0	../datasets/Structures/E9PXL0.pdb	alphafold
E9PXU2	E9PXU2	../datasets/Structures/E9PXU2.pdb	alphafold
E9PY16	E9PY16	../datasets/Structures/E9PY16.pdb	alphafold
E9PY39	E9PY39	../datasets/Structures/E9PY39.pdb	alphafold
E9PY43	E9PY43	../datasets/Structures/E9PY43.pdb	alphafold
E9PY48	E9PY48	../datasets/Structures/E9PY48.pdb	alphafold
E9PY90	E9PY90	../datasets/Structures/E9PY90.pdb	alphafold
E9PYE2	E9PYE2	../datasets/Structures/E9PYE2.pdb	alphafold
E9PYG5	E9PYG5	../datasets/Structures/E9PYG5.pdb	alphafold
E9PYG6	E9PYG6	../datasets/Structures/E9PYG6.pdb	alphafold
E9PYH6	E9PYH6	../datasets/Structures/E9PYH6.pdb	alphafold
E9PYK0	E9PYK0	../datasets/Structures/E9PYK0.pdb	alphafold
E9PYL2	E9PYL2	../datasets/Structures/E9PYL2.pdb	alphafold
E9PYL6	E9PYL6	../datasets/Structures/E9PYL6.pdb	alphafold
E9PYN2	E9PYN2	../datasets/Structures/E9PYN2.pdb	alphafold
E9PZ91	E9PZ91	../datasets/Structures/E9PZ91.pdb	alphafold
E9PZA7	E9PZA7	No structure available	NA
E9PZJ8	E9PZJ8	../datasets/Structures/E9PZJ8.pdb	alphafold
E9PZM4	E9PZM4	../datasets/Structures/E9PZM4.pdb	alphafold
E9PZP3	E9PZP3	../datasets/Structures/E9PZP3.pdb	alphafold
E9PZY8	E9PZY8	No structure available	NA
E9Q066	E9Q066	../datasets/Structures/E9Q066.pdb	alphafold
E9Q0A3	E9Q0A3	No structure available	NA
E9Q0A7	E9Q0A7	../datasets/Structures/E9Q0A7.pdb	alphafold
E9Q0I8	E9Q0I8	../datasets/Structures/E9Q0I8.pdb	alphafold
E9Q156	E9Q156	../datasets/Structures/E9Q156.pdb	alphafold
E9Q179	E9Q179	../datasets/Structures/E9Q179.pdb	alphafold
E9Q1K0	E9Q1K0	../datasets/Structures/E9Q1K0.pdb	alphafold
E9Q1M5	E9Q1M5	../datasets/Structures/E9Q1M5.pdb	alphafold
E9Q1P8	E9Q1P8	../datasets/Structures/E9Q1P8.pdb	alphafold
E9Q1T9	E9Q1T9	../datasets/Structures/E9Q1T9.pdb	alphafold
E9Q1W0	E9Q1W0	../datasets/Structures/E9Q1W0.pdb	alphafold
E9Q1Z6	E9Q1Z6	../datasets/Structures/E9Q1Z6.pdb	alphafold
E9Q265	E9Q265	../datasets/Structures/E9Q265.pdb	alphafold
E9Q284	E9Q284	../datasets/Structures/E9Q284.pdb	alphafold
E9Q286	E9Q286	../datasets/Structures/E9Q286.pdb	alphafold
E9Q2A6	E9Q2A6	../datasets/Structures/E9Q2A6.pdb	alphafold
E9Q2H1	E9Q2H1	No structure available	NA
E9Q2I4	E9Q2I4	../datasets/Structures/E9Q2I4.pdb	alphafold
E9Q2M9	E9Q2M9	No structure available	NA
E9Q2W8	E9Q2W8	../datasets/Structures/E9Q2W8.pdb	alphafold
E9Q2X6	E9Q2X6	../datasets/Structures/E9Q2X6.pdb	alphafold
E9Q2Y9	E9Q2Y9	../datasets/Structures/E9Q2Y9.pdb	alphafold
E9Q309	E9Q309	No structure available	NA
E9Q317	E9Q317	../datasets/Structures/E9Q317.pdb	alphafold
E9Q360	E9Q360	../datasets/Structures/E9Q360.pdb	alphafold
E9Q394	E9Q394	No structure available	NA
E9Q3C1	E9Q3C1	../datasets/Structures/E9Q3C1.pdb	alphafold
E9Q3H6	E9Q3H6	../datasets/Structures/E9Q3H6.pdb	alphafold
E9Q3M0	E9Q3M0	../datasets/Structures/E9Q3M0.pdb	alphafold
E9Q3P4	E9Q3P4	No structure available	NA
E9Q3X4	E9Q3X4	../datasets/Structures/E9Q3X4.pdb	alphafold
E9Q411	E9Q411	../datasets/Structures/E9Q411.pdb	alphafold
E9Q414	E9Q414	No structure available	NA
E9Q421	E9Q421	../datasets/Structures/E9Q421.pdb	alphafold
E9Q467	E9Q467	../datasets/Structures/E9Q467.pdb	alphafold
E9Q481	E9Q481	../datasets/Structures/E9Q481.pdb	alphafold
E9Q4G7	E9Q4G7	../datasets/Structures/E9Q4G7.pdb	alphafold
E9Q4K7	E9Q4K7	../datasets/Structures/E9Q4K7.pdb	//files.rcsb.org/download/5B64.pdb.gz to fetch 5B64's pdb file as a string.
E9Q4P1	E9Q4P1	../datasets/Structures/E9Q4P1.pdb	alphafold
E9Q4R1	E9Q4R1	../datasets/Structures/E9Q4R1.pdb	alphafold
